"samplesize","efficiency","simulation","traindat.seed1","traindat.seed2","traindat.seed3","traindat.seed4","traindat.seed5","traindat.seed6","traindat.seed7","testdat.seed1","testdat.seed2","testdat.seed3","testdat.seed4","testdat.seed5","testdat.seed6","testdat.seed7"
150,"Max efficiency 0.1",801,89670091,225996433,515072551,269517992,911590032,675764383,254743972,733565394,772893550,676590587,567580898,445271586,876488139,631640488
150,"Max efficiency 0.1",802,866920347,730372575,370565094,259022457,763726208,940176251,853440963,512739460,660926845,994844883,33411543,43948379,123656362,431102162
150,"Max efficiency 0.1",803,558195357,72493430,859729620,354145283,878166891,350954605,254102208,153484268,728504372,722151161,211695785,948307666,262757470,478655004
150,"Max efficiency 0.1",804,225557482,644936101,296109235,380591825,154327036,275568744,823687668,991337595,392788750,127134882,538982157,100538649,385055706,901800661
150,"Max efficiency 0.1",805,612954407,24173599,599073358,632688008,73909067,742620689,318580247,555724642,167531390,219830642,38075386,173722728,977113689,988283158
150,"Max efficiency 0.1",806,46967519,997670212,831587520,181181315,206117695,105022504,914834196,539287644,869158352,760428335,81748131,102895059,860792224,620483527
150,"Max efficiency 0.1",807,195486739,380949200,189453710,510592138,241017779,386600383,260832139,34615857,875279141,614496002,786330850,737815672,44133654,723412182
150,"Max efficiency 0.1",808,679183469,468204029,164887032,683079498,607635725,482589277,203456135,630691224,736099956,253005306,75225270,155877566,465619577,323148600
150,"Max efficiency 0.1",809,730903540,803396055,631973518,550687754,144787259,163164607,793795318,27385026,969089695,234136127,817758301,711905165,602510968,387255371
150,"Max efficiency 0.1",810,791250079,505418498,267149713,719314328,650467648,844478018,858049874,128283904,20381260,284489580,406355095,102225837,493003619,23829454
150,"Max efficiency 0.1",811,673825728,171063684,889181295,5893633,604658372,487678011,290903956,280243510,987348587,320074038,25194457,103895951,881127710,470734506
150,"Max efficiency 0.1",812,147866729,395519650,723151343,333276151,97131798,171988433,397637495,527850871,979990761,347826667,383997148,29805550,412134774,475026087
150,"Max efficiency 0.1",813,548944801,350260999,62203909,739924269,815156621,31703027,207359438,919807201,11886885,202763119,601391277,426045059,31819752,857469482
150,"Max efficiency 0.1",814,190611520,990698763,804100647,159515081,301780448,270288154,409882148,161825064,822455627,33174821,861023972,359473462,547190792,303583739
150,"Max efficiency 0.1",815,830322507,724957713,118866707,930821333,418640818,206981033,609186595,621326697,772093972,110833675,286614573,23510721,740669335,359499350
150,"Max efficiency 0.1",816,513541430,242185302,36706742,802707772,512102955,21722032,918172301,252734242,952030749,515035987,892638934,417728726,770696255,313071011
150,"Max efficiency 0.1",817,284854402,660375458,483218074,369872526,866953520,279781976,244547988,178311883,933261784,460749516,290672933,609290050,439462665,403299644
150,"Max efficiency 0.1",818,821246656,123091513,894944865,495706318,829340790,223210920,959934372,297476817,878792432,352128447,543094948,26752759,118600358,671840051
150,"Max efficiency 0.1",819,648365206,995297963,623633432,633475704,773841593,693907488,335734806,766860518,14020157,841443400,690917948,998764151,268803352,772342025
150,"Max efficiency 0.1",820,2567974,378412945,662773169,998669548,347693289,97135561,701795614,451051577,68949853,884097050,823136980,438861310,536048319,486408245
150,"Max efficiency 0.1",821,102349425,419921080,281541184,409944328,138385772,507188202,377749369,826085459,778823941,828394663,209223824,846592949,303521707,709061027
150,"Max efficiency 0.1",822,954284419,213544878,491576383,16750844,466782162,103504067,55859684,312689832,585425279,413507905,679476336,630681575,687497637,792837098
150,"Max efficiency 0.1",823,719465178,524723350,695731567,552650132,941015699,787024131,626965142,49445903,544219037,406313590,498345634,729844324,221535307,357857409
150,"Max efficiency 0.1",824,671539436,866222143,768670597,915491467,992205003,938190397,197151255,135721579,172271483,552711820,900050023,878343488,148438239,439196850
150,"Max efficiency 0.1",825,769880071,860154769,860706091,257321990,455530593,685303590,18509653,90845100,867023046,949251708,340034389,486939994,960568081,553559897
150,"Max efficiency 0.1",826,146956490,156383712,671471968,418559667,525989105,291481856,557496643,787856202,400603381,248992407,991743687,858230825,371031165,28760243
150,"Max efficiency 0.1",827,893214472,500199364,946512475,397735926,669671140,233123092,26279679,616626418,467995251,996514485,213641790,274543034,753379621,485638506
150,"Max efficiency 0.1",828,831059589,567130845,121111175,901654984,64143020,76116250,234054683,427494854,37201699,845534153,713509078,273859805,729106164,660517815
150,"Max efficiency 0.1",829,498371023,30247342,344779900,18195124,496408623,463439856,985185279,345044019,645449893,551267940,508421066,728180635,414743589,110548328
150,"Max efficiency 0.1",830,492011412,32748920,142462211,609549069,35906812,471176318,656488949,208411623,126176887,536595780,894670923,938889091,487709483,62802780
150,"Max efficiency 0.1",831,823311507,594156271,353075372,985121489,949118203,599291452,752484984,688862222,133479977,980063259,767675009,725257902,467862610,682350825
150,"Max efficiency 0.1",832,244853094,553911636,856982198,426891839,426731629,112014313,171065133,745360160,648945516,662932123,33791096,575550955,117470098,382411917
150,"Max efficiency 0.1",833,116351127,654566897,380975584,386940189,560452732,702229294,80259886,398842741,201620199,488638612,873292348,312005716,857198318,901250258
150,"Max efficiency 0.1",834,717329980,860263240,499729510,455311059,439245968,914007563,97415278,706627863,66784725,543754009,241429118,430132786,479561596,490868116
150,"Max efficiency 0.1",835,335319836,764480587,276976905,8246232,191826765,931243348,405801373,962297358,23031145,679843675,71607549,721210671,929708985,214370548
150,"Max efficiency 0.1",836,888147722,139796649,128240,973392364,110846387,380959006,906263416,140910529,496587128,261805098,219018732,11069121,964468945,983892511
150,"Max efficiency 0.1",837,277055098,555429617,360931680,154556281,536982819,202869307,459976869,363288265,638796660,810160766,642115775,908262908,796528411,392211308
150,"Max efficiency 0.1",838,404703554,349905597,72416952,866262967,154229850,945178593,92406738,663511176,42179201,301368028,643654585,18003701,651548846,462438926
150,"Max efficiency 0.1",839,198264532,809935244,242741495,434150251,297627080,164530429,111964942,589550282,962228109,268194326,919954999,248559665,912843961,357823366
150,"Max efficiency 0.1",840,185871482,211241126,98447441,577072244,451385309,477782854,656209631,66638848,405321833,249749241,5286141,450253965,898503994,625877096
150,"Max efficiency 0.1",841,997532078,25048742,203061684,623871324,3110568,710196056,355287272,894415010,526012701,412678007,241287507,713226657,399785509,722683475
150,"Max efficiency 0.1",842,176671117,22800369,994320583,206856276,704805366,688879264,320719056,330868090,189435168,570367152,730526149,772441004,76315265,316702522
150,"Max efficiency 0.1",843,170245068,301625540,968120025,584886285,560286216,805524967,907504197,493325790,17249110,437635713,356330247,663957475,495793213,797639872
150,"Max efficiency 0.1",844,359845002,863006449,644325190,92186681,731501007,592256393,371060903,598758595,695903229,537877818,788154815,667479876,117401718,383094637
150,"Max efficiency 0.1",845,347697078,632913680,947836720,277362982,433586210,828498847,927113175,794999475,888093099,623382918,522867320,960768574,55439707,930381219
150,"Max efficiency 0.1",846,796579095,921672024,814832843,691035832,790219242,351995557,434253744,346726092,573429943,817170038,830333543,89963417,359401957,857566151
150,"Max efficiency 0.1",847,101489435,356785801,522323411,296635209,3045200,209043282,955608073,986468649,274572723,91277175,683839435,565385518,908640840,856081296
150,"Max efficiency 0.1",848,580888888,475371859,622541069,881689077,539173195,139521281,530663817,768842128,853547249,727387002,194108220,208734830,112286497,791106605
150,"Max efficiency 0.1",849,729901686,614455445,298142300,341233016,704372222,572947947,128970784,645225078,474745425,476938965,398856644,567571937,856013342,24890483
150,"Max efficiency 0.1",850,528163004,162089396,189968152,89261688,405712513,155219377,589178839,991402379,124017809,498018725,439270267,438950273,18048510,681377700
150,"Max efficiency 0.1",851,483578307,69385889,578761121,561869534,39637917,875035854,456872635,488115755,180722045,437780620,287286927,885967341,986559742,257903809
150,"Max efficiency 0.1",852,721529542,626278874,446794438,357428824,592940175,401435570,375917808,990605908,629294392,171464555,138190703,366986909,514829299,338640632
150,"Max efficiency 0.1",853,962825827,365688879,757003129,84316833,505032669,436635691,818139646,377069278,996704259,189666196,880285580,301458388,965592361,578602902
150,"Max efficiency 0.1",854,351236578,4675787,850019864,219674551,386071355,276474082,370046191,575615122,818093877,616261834,794862467,867774080,391491648,429000775
150,"Max efficiency 0.1",855,15430955,489727387,654419366,688311987,86422182,178535439,979798543,890736953,967733499,287059466,762609129,270654477,304147922,116397305
150,"Max efficiency 0.1",856,863433700,586865268,866047569,587571734,931259588,217055014,863304725,475597125,837661344,166484640,553837419,975444515,181504017,125192745
150,"Max efficiency 0.1",857,975644731,949336755,492283901,417489238,313220392,630854458,972948952,101025908,72610863,831398276,553941791,615142018,456660749,761873233
150,"Max efficiency 0.1",858,312332942,991259558,814943237,216211991,965268897,288382535,22228695,443859060,486561076,865265385,667906789,30728188,624721540,115535616
150,"Max efficiency 0.1",859,682931487,168562078,25344277,411520659,359708533,238196150,429035369,765988169,156462147,735135362,821646113,171058,205633244,945978052
150,"Max efficiency 0.1",860,220433611,368161472,768190460,453200600,507416261,321505108,947024934,931415011,207266449,199558122,427371196,735532170,82064895,13515614
150,"Max efficiency 0.1",861,649747723,861958357,443383961,91992172,713680168,371561770,320104935,338831364,716665162,687209643,368028753,917474588,292807442,944125473
150,"Max efficiency 0.1",862,775465255,168187181,525841983,561284277,970350735,833141168,60567240,515373023,854266872,40807498,829725070,264393016,110691103,338739050
150,"Max efficiency 0.1",863,364613436,846471815,517919781,663091951,12970743,792890225,93500473,37587703,967300236,494887669,993038307,325725189,428442785,655177303
150,"Max efficiency 0.1",864,684257368,468286406,938366542,274722056,489803980,746270761,63339866,330271534,677408632,713563620,308495099,599694708,414694560,617192845
150,"Max efficiency 0.1",865,311441712,561712390,368165196,982679254,700105360,537574924,868839467,279765458,878215686,983159057,356931667,23540093,497498919,581556320
150,"Max efficiency 0.1",866,4604447,329100356,728542001,883779399,944613639,753944830,110052171,236135277,676357185,540827944,316660939,267209416,164833279,273033326
150,"Max efficiency 0.1",867,933671073,741454596,801192231,652020310,378815907,552557837,946822597,881468936,42595218,189713760,589628106,187048654,831426013,162117112
150,"Max efficiency 0.1",868,908198674,664570788,181883820,797863262,627706871,640596006,219893423,684510310,400976066,111332158,686310512,240541842,35382403,673241668
150,"Max efficiency 0.1",869,568763037,80331425,946977109,719257199,746521144,535859903,45430025,192366938,112418726,340689937,884075388,32768265,214905105,923662479
150,"Max efficiency 0.1",870,996176795,4179956,116405675,433965703,78633872,830026554,846162999,785336932,920274274,214864999,986528485,180454373,205279724,545045788
150,"Max efficiency 0.1",871,748808733,547513761,25143950,859585624,636263802,910644977,759290568,665736163,800398890,42316859,800492281,531380067,160757842,894898735
150,"Max efficiency 0.1",872,32442483,771071619,427363187,420726939,586978872,240992291,276660238,318003019,747719621,858941280,190628858,695939772,171734739,797052243
150,"Max efficiency 0.1",873,188715961,880003259,590575298,981406654,677147567,258868113,199667966,486349625,873221382,99566501,6982513,634671817,356628451,694332188
150,"Max efficiency 0.1",874,123685445,712727517,320582643,937833685,765491086,350782618,727295604,58345163,23504184,100061059,914942820,68880413,197788342,221735175
150,"Max efficiency 0.1",875,943148254,224253601,129682810,810708004,586275250,200031474,660411819,538565556,787177342,899208021,902804585,75544382,254454109,313328387
150,"Max efficiency 0.1",876,147673143,436251023,715641472,593189062,839119855,378217340,533730512,377179637,387222921,95896105,628945396,978725342,259943248,724109655
150,"Max efficiency 0.1",877,642775564,464037229,864570985,966626151,71819406,520982775,939280383,334948279,510987280,792473409,104248318,626670735,969110335,971075914
150,"Max efficiency 0.1",878,809686585,280638567,660890561,608128566,682401100,608275095,774306412,455860551,539625312,917414902,851322047,877271969,782273489,454886894
150,"Max efficiency 0.1",879,23777707,63753409,343039791,833329342,312850929,663025619,909757120,56447790,491059959,825590611,918345328,700944189,15013340,481725252
150,"Max efficiency 0.1",880,350950290,287041499,451662843,744424503,522941713,456429434,836095028,788036620,181831136,604674433,177652182,281844540,793507931,96550469
150,"Max efficiency 0.1",881,149344392,210484356,533787902,870747556,312412118,958167100,714840693,303968054,224743874,566641155,219162454,712790370,144450465,477137922
150,"Max efficiency 0.1",882,966119161,897394708,232226954,365473195,397705524,155541895,413163973,277847522,440822924,963691604,161805704,100916372,367069185,530229807
150,"Max efficiency 0.1",883,467817948,663680798,104475379,843509687,187815644,197218493,441281523,430232070,260976485,915889341,75909431,342694471,507079600,69604085
150,"Max efficiency 0.1",884,63089193,369726265,578572448,21800063,734382096,383186706,383187591,968941023,906326151,741000186,226214530,115609522,299511071,930313143
150,"Max efficiency 0.1",885,242856992,399810667,850566903,37910178,495918759,22690819,931961652,676360063,686843592,578882997,867433148,225208821,118137355,52804280
150,"Max efficiency 0.1",886,665736110,481741475,724161694,223766869,663775946,228990149,700960563,579515393,502458733,359593682,778166908,40795577,256082717,354486829
150,"Max efficiency 0.1",887,841640524,919213246,530070398,318082954,317072414,309442262,315631960,924188641,854068008,317628943,922158296,928958081,79060113,424827738
150,"Max efficiency 0.1",888,859436527,302251968,368950863,969764829,613251219,323628826,457006132,709367903,232042160,93301947,257233625,864733385,674738107,968258997
150,"Max efficiency 0.1",889,988924752,833757548,331905178,73413412,57189798,933192326,865103922,238404851,536102909,413155627,887785392,847815654,441588721,230123322
150,"Max efficiency 0.1",890,748108989,387981061,978570461,279016466,644823583,647738959,930096391,290854967,851436520,456559153,216130868,180882981,64016445,608876398
150,"Max efficiency 0.1",891,879041950,623559224,963827685,118059773,149130088,822309949,36583001,176776413,295291885,293481166,579805664,311640997,428184748,350633269
150,"Max efficiency 0.1",892,603935918,236677685,295407362,403408010,310698227,91654267,690838889,446844134,485314543,230369184,372790153,654823190,198447495,313571727
150,"Max efficiency 0.1",893,657480522,839880947,705675496,735264288,817952593,247860536,821985827,570155821,884766317,430734348,503121640,510953200,533299379,321264002
150,"Max efficiency 0.1",894,748768663,934103133,255757930,529314944,586846592,511959560,348477332,90907061,353125835,649756934,828705883,267210854,279571578,516910855
150,"Max efficiency 0.1",895,87749276,248150044,899195519,346700119,508955513,211703827,756678757,864040078,618657386,272566301,969439972,600888870,223044261,349707140
150,"Max efficiency 0.1",896,712082297,917438859,238871036,116820049,774657253,7017490,705094977,12464596,484630185,225118541,726954064,223432126,845633478,757412227
150,"Max efficiency 0.1",897,947339017,302778199,624493260,770010305,739400745,408953031,457277498,494261466,576742306,294519445,695447533,298757115,509340248,582422189
150,"Max efficiency 0.1",898,609757108,319547616,44603874,374560523,393986070,674618670,597139665,594593301,952235004,952913024,962117174,226457100,352057030,858345158
150,"Max efficiency 0.1",899,158781155,983379539,864166254,263200654,77476338,17363127,947548475,429417680,824261058,8208663,913452787,738787299,590721437,322236663
150,"Max efficiency 0.1",900,929941525,541815000,228280943,949249525,929907160,811028245,721651121,304785191,588781153,659454330,384596201,970492551,647308765,855824818
150,"Max efficiency 0.1",901,863361631,874490052,243467516,880601245,107770915,604396897,454262732,369784637,883751310,622342331,352475017,288628450,847931313,607711893
150,"Max efficiency 0.1",902,775407704,543407220,721451088,388343337,543642914,678985179,621307475,782961690,337630311,219045459,675350212,44082628,124897358,396365687
150,"Max efficiency 0.1",903,655478922,733248688,477565706,856486369,862404472,472319183,315087248,2649695,7710598,268688025,197552719,868631079,160983102,50540826
150,"Max efficiency 0.1",904,421134878,717424471,625711004,579257955,167466131,754728534,564420754,547186475,112887289,294000664,134720926,442391063,367111899,50172241
150,"Max efficiency 0.1",905,273225193,629292318,270491742,347786288,631734767,847609777,170375095,158460589,970477986,124316436,775067150,587142589,795133929,407162345
150,"Max efficiency 0.1",906,182213407,570847632,770896886,177000809,8164275,142093170,211345280,127079452,645057789,905441822,245274570,208860416,494778621,741217828
150,"Max efficiency 0.1",907,202932474,116360197,550325656,559596432,750598416,679357893,8522653,804062681,331326512,470622622,415877185,46163000,381091648,340399099
150,"Max efficiency 0.1",908,491581776,67549450,930207249,347408687,246489138,348714140,403353899,633085750,869916345,430954066,686878352,667925399,537927061,144479067
150,"Max efficiency 0.1",909,451456756,642565989,25840169,928224229,703210723,712796483,825217098,898093380,793849110,779286966,469284289,223028384,345321604,567498085
150,"Max efficiency 0.1",910,658067164,111162297,124496742,930046778,952253324,8197036,464971134,392238295,964245963,40979872,435275204,481954902,925660696,96460403
150,"Max efficiency 0.1",911,683421579,634708954,485387267,897731052,671974325,180267550,72370798,242608020,386757345,846242611,939518174,449430292,867641538,66483705
150,"Max efficiency 0.1",912,560126378,60610254,943408615,577758201,338366595,189670764,372808555,529887981,487929855,124100423,880432642,691604516,371503489,161296329
150,"Max efficiency 0.1",913,375166544,821406638,407438174,651292165,573730092,78695907,713046916,876055017,954658650,682318689,367506926,249907265,352403963,340861737
150,"Max efficiency 0.1",914,677498715,475601085,453639981,539384546,968971249,29097080,318584172,340755146,184336084,230038765,120687839,627431725,615337522,960450456
150,"Max efficiency 0.1",915,598660163,552766870,97229816,155922812,739164694,610732702,281282300,671800093,342075889,653132029,354208165,863737067,935155181,697798484
150,"Max efficiency 0.1",916,223964161,649900233,728617624,972871354,638038483,362392598,826156656,552947445,73158724,474692296,314589535,296344807,439890573,917196707
150,"Max efficiency 0.1",917,344561787,530084642,59304408,90529284,23380801,612868856,929624161,536023952,93372390,153647428,766440306,598748284,973091535,169803572
150,"Max efficiency 0.1",918,757721681,155450641,239809519,91935571,866968319,976644209,412334900,883714448,97913701,819395042,404393308,708027468,65037575,245991802
150,"Max efficiency 0.1",919,13994959,476309114,243353853,705672756,506034092,382437852,990911565,534818513,236218982,17961742,360852676,191916971,400780201,209843545
150,"Max efficiency 0.1",920,246801268,124989397,651845067,550692551,935067894,938216105,263061492,765793673,55600926,537361943,438969676,89743085,878846564,804117540
150,"Max efficiency 0.1",921,752660860,115558928,762799872,107523934,515039701,646721382,468718352,970440114,827173993,937889779,605201864,287862112,248722699,578813401
150,"Max efficiency 0.1",922,729382845,489119054,850183543,142059362,511612233,974304831,478744501,647222306,7666751,555252964,316389764,173972239,701980035,411777161
150,"Max efficiency 0.1",923,989158326,553161296,725728198,296414461,922681913,317027053,455793416,791100535,752717775,923134820,248004257,785736127,966147357,292595592
150,"Max efficiency 0.1",924,318980318,644610830,263486839,34251711,571680312,230043764,336959105,682441592,315196111,987797200,359084330,884110613,141769299,806391729
150,"Max efficiency 0.1",925,949482764,390160782,684906218,589587380,245881354,89619430,879622151,141839473,440554332,324352739,660342146,535552644,485196575,189850493
150,"Max efficiency 0.1",926,280271530,439744617,666901257,74098501,231916182,53204274,393959669,208800150,215343265,75850905,211097338,996445846,369298131,952683571
150,"Max efficiency 0.1",927,582808127,622522545,128393102,257721278,208455938,749513746,757822666,702065242,336273029,209546842,866596157,340121456,88653328,936961616
150,"Max efficiency 0.1",928,734851649,534401999,94796541,952193337,168238547,151264042,105664719,834484845,914992079,19530382,477174966,756580085,692109716,201764607
150,"Max efficiency 0.1",929,4096999,255026968,553255122,269511853,417352075,156346958,215040576,967473451,838849161,142029066,175935587,717248537,894989946,299763159
150,"Max efficiency 0.1",930,990797528,944240603,456174993,329129935,901333552,885400017,273835932,87726949,648915766,647190215,849278555,818515322,591186666,901281926
150,"Max efficiency 0.1",931,39286731,265092129,462856034,567014579,632806946,385216513,860269016,864993896,628204103,289634739,108977178,13637658,629841661,484498051
150,"Max efficiency 0.1",932,397214203,69322383,298990787,472706173,563551442,76838660,503213847,430058048,981846387,926557723,772459839,476911006,153718132,718875940
150,"Max efficiency 0.1",933,374912797,846220887,302176335,76613992,270445132,480042337,268554376,368676312,866397161,726255590,865433976,465241641,721023166,678369392
150,"Max efficiency 0.1",934,650908646,686706789,816912378,413951352,228511744,173990122,99962012,722902179,680424443,397615855,685027700,53796360,558746266,934521769
150,"Max efficiency 0.1",935,137577684,609710114,684369141,997634920,869552710,905120768,145507225,515932876,983718534,649058975,978836824,31161682,670827077,6015843
150,"Max efficiency 0.1",936,752478812,561411158,132192049,593157559,644411631,16521028,241698883,322336701,308809939,171207332,11303973,862417145,855309785,855301135
150,"Max efficiency 0.1",937,400890455,841701004,916961432,457573926,15840645,11280925,281193023,751140674,462623962,303236100,189847683,572218192,354936707,771135348
150,"Max efficiency 0.1",938,27132183,304841523,591645188,101433226,237623713,990223069,426844078,507023123,899718345,939679234,512574996,509339166,357214825,576858413
150,"Max efficiency 0.1",939,688659825,803654198,204232831,696683052,276306209,319845423,573751765,989594698,830702305,475096932,768650304,881699982,832845018,213877232
150,"Max efficiency 0.1",940,103561171,697604637,724404391,580741264,428887801,840717871,617634805,586150513,436376632,908170372,967430136,179573856,666273274,230171128
150,"Max efficiency 0.1",941,889875729,891165683,748716723,839754334,66899656,90548413,606503254,551081774,250860299,232904568,474446239,920832590,808568519,159073200
150,"Max efficiency 0.1",942,569432272,410053851,321463663,189070570,701504341,509643135,111684087,281242918,805797932,975200351,246525725,748095371,431562482,14196875
150,"Max efficiency 0.1",943,192427382,663597772,539316983,440625870,134385712,919381109,61120262,7470056,260608062,435406462,41709848,42205340,278693721,206112181
150,"Max efficiency 0.1",944,586590326,518421591,412921461,592196788,909180407,358605756,875638369,624281904,4416270,43896106,305584646,674031213,651934546,522463451
150,"Max efficiency 0.1",945,871937757,498687407,561515685,901894216,936311772,683455874,133108082,484441186,160576257,953015354,387310688,633348730,308163451,589670950
150,"Max efficiency 0.1",946,782612010,516983922,518865657,705245317,627097450,80543947,593484639,539173344,756233250,533574338,144266032,216939963,426528608,258770017
150,"Max efficiency 0.1",947,246089306,88098005,510602764,495872050,906882304,962842861,157984096,313971752,180051204,645153519,755970191,348369463,471898053,570811665
150,"Max efficiency 0.1",948,237031240,246486390,949224363,539663131,444072478,889846728,348947225,479869993,915905884,241894070,964316880,322365242,712231884,713898882
150,"Max efficiency 0.1",949,116838504,227749797,490449098,607089004,507491076,828041154,790231846,987477687,986655696,554822307,859321918,255841669,859341047,781737191
150,"Max efficiency 0.1",950,317370253,691449608,877271302,954005959,598143346,62402182,512631579,377794609,391598632,337756514,455900855,916489758,925428531,312914590
150,"Max efficiency 0.1",951,283684091,219259727,761434261,649900223,462578035,374521561,111028518,922620809,284708717,77250234,694685332,516564011,599158057,473165744
150,"Max efficiency 0.1",952,714713615,150941036,430477461,554828558,376500912,316453309,576377873,5426883,834165226,918372476,700446340,550408249,461330747,309797961
150,"Max efficiency 0.1",953,302757804,409792310,146465182,237806664,922345058,751638316,839390096,922652630,16548728,834410957,456393201,772343219,380628477,100350412
150,"Max efficiency 0.1",954,36203149,403641294,912803376,691296087,461572196,782235289,857061694,126464689,205523866,833804449,345081159,480304316,214736892,322030965
150,"Max efficiency 0.1",955,886994534,895855674,510802641,519097898,104670722,209297461,849578350,105548197,223108656,420514472,754148790,411731167,394502455,648696435
150,"Max efficiency 0.1",956,929254134,796481503,584151452,64129881,720756755,772493668,352424549,509166514,26472914,553587608,89325249,60162389,557724175,933526259
150,"Max efficiency 0.1",957,574665574,184778518,246848360,651787122,988181777,800575987,446731057,320093480,780298015,120659304,563164470,331976099,477181863,748678004
150,"Max efficiency 0.1",958,467008038,208840375,191309997,484055981,921157449,336193912,708992421,380060430,598287146,358916328,271017088,679231840,507895130,215501358
150,"Max efficiency 0.1",959,959084412,238484427,264045974,580872532,844606868,155304344,471322965,49509345,473187226,660287333,95693156,815887528,8638222,636760463
150,"Max efficiency 0.1",960,772546238,20192561,266547154,355268069,744251026,564779307,626745719,69469418,832100164,136506713,645003195,431688791,63627997,465090126
150,"Max efficiency 0.1",961,91993702,382200676,412585285,662978025,59742302,102956014,298414727,896503489,901771403,530394817,259230612,830050456,726989667,15345796
150,"Max efficiency 0.1",962,385766106,220970932,210679244,65940584,436331753,961435172,620740282,195493604,208110208,533761846,904416928,410988306,791021360,256189156
150,"Max efficiency 0.1",963,517020444,854427339,966049977,158790772,487096129,219201982,473281887,341078162,51935896,582004272,9576696,285592849,165371491,246286667
150,"Max efficiency 0.1",964,724342156,432419320,616019452,507935477,591803391,396632655,527196677,804749626,582334773,873042484,523956404,54201118,744689138,198654890
150,"Max efficiency 0.1",965,402958663,73725451,90684961,721326558,123181867,860266809,14865499,546689727,219307591,725139955,83753697,67043362,972914912,209195810
150,"Max efficiency 0.1",966,976458843,244234650,565854915,528998573,63633376,385405126,165487034,370248811,667004875,995098987,271236729,209230001,365758280,573184
150,"Max efficiency 0.1",967,18114715,124912856,503541610,863380983,249983686,295655990,359482880,640985492,185260737,545137005,180490648,953155340,726576283,753126648
150,"Max efficiency 0.1",968,368509825,370182233,103931697,344906617,4853710,422912401,834310917,720234406,637834129,529467311,190962658,782676183,503937441,531869778
150,"Max efficiency 0.1",969,371588445,429697851,684930065,394356477,881398852,819859883,262886364,564812262,384746942,531428265,608309401,977881775,805595126,949403385
150,"Max efficiency 0.1",970,118266689,671960971,32514705,714831117,60753205,340156123,395251726,859015108,414161591,993573838,304651673,598244179,766039455,332281358
150,"Max efficiency 0.1",971,213375948,361225830,779621697,796775543,982872984,810131719,941949735,154910338,783882384,981420036,582401994,491178746,183600622,972053925
150,"Max efficiency 0.1",972,954612138,955718852,912947352,330053996,96668206,685621755,989369737,53973421,661499252,23069283,408200527,413353476,960589359,457586926
150,"Max efficiency 0.1",973,6530211,5044811,413818501,986400633,756557465,553735221,653959282,595858097,492129984,338702499,898784137,732957205,35943224,910673338
150,"Max efficiency 0.1",974,1165205,413656887,899617624,974843870,307643891,466389846,893920103,118413034,292375307,379902322,463467062,399282541,137432929,517028242
150,"Max efficiency 0.1",975,356996195,708486559,66160218,676240030,68327525,532495138,240375608,319710678,589940462,864903913,373926046,845093050,302135164,913515535
150,"Max efficiency 0.1",976,525211311,485473827,406260772,758396948,3235769,452978630,373293010,186072051,38059298,622819287,316890244,990616793,616972053,565571925
150,"Max efficiency 0.1",977,174214985,19991714,860579408,248389530,303622286,813269193,421666515,757075543,589165863,597301934,939463567,187091521,891594471,85384153
150,"Max efficiency 0.1",978,127096334,945155558,439108027,736698526,688974204,890006139,987800311,865224892,707884871,240611787,970335258,90961763,499710311,761522429
150,"Max efficiency 0.1",979,575406832,673487593,504452658,371986288,199008272,244476383,947973217,120748780,208032317,390834899,14805488,7445391,586068614,22460880
150,"Max efficiency 0.1",980,7249160,575742002,747186440,893889643,659247257,900309528,415833856,183723422,846078176,807983493,428221442,809320726,641016308,17905421
150,"Max efficiency 0.1",981,359508492,195765581,747788834,758927214,505990516,530570683,285724237,532887178,529833587,736464344,961372451,105954121,498381581,479133845
150,"Max efficiency 0.1",982,801151928,931294058,916446745,282159020,309991322,148389725,640128266,394318930,800664526,549091232,468252704,764929312,224357428,943620890
150,"Max efficiency 0.1",983,491269834,62131947,750550981,609399467,334393285,102186229,107674151,806491887,653282550,312064077,401971205,511003378,467443289,217528035
150,"Max efficiency 0.1",984,969632072,223064216,826860578,605990506,809181497,534574125,808335014,873063152,9599312,530538195,802989798,182490388,713492977,217714256
150,"Max efficiency 0.1",985,754780323,814425699,923725889,997616596,319720984,883708880,213750283,467407454,576458313,971299881,552972195,750197016,893351642,619857545
150,"Max efficiency 0.1",986,931809803,535447244,598024069,321877396,205994639,210030580,68274050,460266018,432160568,187437760,293039443,477047312,729837008,585252201
150,"Max efficiency 0.1",987,741721990,230705157,400905273,979544635,451873530,507042146,796810656,645046770,33727994,690646950,404210367,943415515,64542720,57801242
150,"Max efficiency 0.1",988,166481125,137784742,264047156,743230625,22076631,431712813,493963341,684046368,462865339,540962422,70431581,90836484,651787061,661159541
150,"Max efficiency 0.1",989,220601721,283988037,275226279,282484781,113111836,871398747,291732148,320139858,929666453,44678965,540714612,949994932,640554066,477140085
150,"Max efficiency 0.1",990,3378798,228850473,365192293,348879065,920611712,225892419,29129037,732818869,493189674,712563446,102324575,447329189,968618330,115405926
150,"Max efficiency 0.1",991,388233812,188897059,736589211,455924533,139134356,536733144,513141362,848359336,811779053,867870380,606821084,870046243,18470605,817820044
150,"Max efficiency 0.1",992,907751663,250115115,341389402,379118618,522843627,857736636,478008482,407092609,756031970,871541998,518114085,406335514,921052257,933686263
